0	[0.0, 0]	0.011393484128404787
1	[0.0, 0]	0.02562436120641843
2	[0.0, 0]	0.034223532791957986
3	[0.0, 0]	0.042087905028667265
4	[0.0, 0]	0.019591859412344315
5	[0.0, 0]	0.030084243985802124
6	[0.0, 0]	0.005950304863861649
7	[0.0, 0]	0.017966308653457552
8	[0.0, 0]	0.015975735793520754
9	[0.0, 0]	0.037183366402938005
10	[0.0, 0]	0.023026455749717612
11	[0.0, 0]	0.026504736082553028
12	[0.0, 0]	0.00750362431888054
13	[0.0, 0]	0.02131898518312192
14	[0.0, 0]	0.004937535605539124
15	[0.0, 0]	0.03005193797799574
16	[0.0, 0]	0.02690567039358133
17	[0.0, 0]	0.02405377598762115
18	[0.0, 0]	0.007910728855511182
19	[0.0, 0]	0.02306815512215685
20	[0.0, 0]	0.021219719448813915
21	[0.0, 0]	0.023279886726681992
22	[0.0, 0]	0.004062231582626087
23	[0.0, 0]	0.019451461845084922
24	[0.0, 0]	0.020373959351987693
25	[0.0, 0]	0.012272399235341848
26	[0.0, 0]	0.0067072007342477615
27	[0.0, 0]	0.03190190236557081
28	[0.0, 0]	0.012173286009974943
29	[0.0, 0]	0.016922605594640656
avg	[0.0, 0]	0.0003981916529849787
0	[0, 0.0]	0.011393484128404787
1	[0, 0.0]	0.02562436120641843
2	[0, 0.0]	0.034223532791957986
3	[0, 0.0]	0.042087905028667265
4	[0, 0.0]	0.019591859412344315
5	[0, 0.0]	0.030084243985802124
6	[0, 0.0]	0.005950304863861649
7	[0, 0.0]	0.017966308653457552
8	[0, 0.0]	0.015975735793520754
9	[0, 0.0]	0.037183366402938005
10	[0, 0.0]	0.023026455749717612
11	[0, 0.0]	0.026504736082553028
12	[0, 0.0]	0.00750362431888054
13	[0, 0.0]	0.02131898518312192
14	[0, 0.0]	0.004937535605539124
15	[0, 0.0]	0.03005193797799574
16	[0, 0.0]	0.02690567039358133
17	[0, 0.0]	0.02405377598762115
18	[0, 0.0]	0.007910728855511182
19	[0, 0.0]	0.02306815512215685
20	[0, 0.0]	0.021219719448813915
21	[0, 0.0]	0.023279886726681992
22	[0, 0.0]	0.004062231582626087
23	[0, 0.0]	0.019451461845084922
